index,id,org_id,url,breed_primary,breed_secondary,color_primary,color_secondary,color_tertiary,age,sex,size,coat,name,status,posted,contact_city,contact_state,contact_zip,contact_country,stateQ
8400,43439071,CO18,https://www.petfinder.com/dog/odelia-43439071/co/colorado-springs/all-breed-rescue-and-training-co18/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Pit Bull Terrier,,,,,Adult,Female,Medium,,Odelia,adoptable,2018-12-03T00:26:03+0000,Colorado Springs,CO,80907,US,CO
8401,43428378,WY20,https://www.petfinder.com/dog/pip-43428378/co/denver/western-border-collie-rescue-wy20/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Border Collie,,,,,Young,Male,Medium,Medium,Pip,adoptable,2018-12-01T05:07:39+0000,denver,CO,80123,US,CO
8402,43426628,CO451,https://www.petfinder.com/dog/jade-43426628/co/littleton/2-blondes-all-breed-rescue-co451/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,American Staffordshire Terrier,,,,,Adult,Female,Large,,Jade,adoptable,2018-12-01T03:28:51+0000,Littleton,CO,80126,US,CO
8403,43420066,CO478,https://www.petfinder.com/dog/poe-43420066/co/crested-butte/oh-be-dogful-rescue-co478/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Labrador Retriever,,Black,,,Young,Female,Medium,Short,Poe,adoptable,2018-11-30T21:08:40+0000,Crested Butte,CO,81224,US,CO
8404,43383281,CO51,https://www.petfinder.com/dog/frankie-43383281/co/denver/ho-bo-care-boxer-rescue-co51/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Boxer,Shepherd,,,,Young,Female,Medium,,Frankie,adoptable,2018-11-26T02:40:52+0000,Denver,CO,80209,US,CO
8405,43377947,CO449,https://www.petfinder.com/dog/kado-43377947/co/colorado-springs/the-misfits-dog-rescue-co449/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Boxer,,,,,Young,Male,Medium,,Kado,adoptable,2018-11-25T08:02:14+0000,Colorado Springs,CO,80911,US,CO
8406,43269181,CO364,https://www.petfinder.com/dog/pharaoh-43269181/co/golden/thunder-puppy-k9-rehabilitation-and-rehoming-co364/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Border Collie,Husky,Harlequin,,,Adult,Female,Large,Medium,PHARAOH,adoptable,2018-11-11T17:54:49+0000,Golden,CO,80403,US,CO
8407,43216575,CO489,https://www.petfinder.com/dog/mama-hera-spayed-43216575/co/lakewood/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Husky,,,,,Adult,Female,Medium,,Mama Hera (SPAYED),adoptable,2018-11-06T12:38:12+0000,Lakewood,CO,80227,US,CO
8408,43190529,CO451,https://www.petfinder.com/dog/forrest-43190529/co/littleton/2-blondes-all-breed-rescue-co451/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Australian Cattle Dog / Blue Heeler,,,,,Adult,Male,Medium,,Forrest,adoptable,2018-11-03T05:12:16+0000,Littleton,CO,80126,US,CO
8409,43139430,CO02,https://www.petfinder.com/dog/luna-43139430/co/pueblo/paws-for-life-animal-welfare-and-protection-society-co02/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Australian Cattle Dog / Blue Heeler,American Staffordshire Terrier,White / Cream,Yellow / Tan / Blond / Fawn,,Adult,Female,Medium,Short,Luna,adoptable,2018-10-28T18:00:03+0000,Pueblo,CO,81001,US,CO
8410,43134061,CO308,https://www.petfinder.com/dog/samantha-43134061/co/colorado-springs/breeder-release-adoption-service-co308/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Chihuahua,,,,,Young,Female,Small,,Samantha,adoptable,2018-10-28T13:32:14+0000,Colorado Springs,CO,80922,US,CO
8411,43094912,CO51,https://www.petfinder.com/dog/zoey-43094912/co/denver/ho-bo-care-boxer-rescue-co51/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Boxer,American Staffordshire Terrier,,,,Young,Female,Medium,,Zoey,adoptable,2018-10-24T02:29:31+0000,Denver,CO,80209,US,CO
8412,43032075,CO308,https://www.petfinder.com/dog/koda-43032075/co/colorado-springs/breeder-release-adoption-service-co308/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Siberian Husky,,,,,Young,Female,Large,,Koda,adoptable,2018-10-17T16:37:40+0000,Colorado Springs,CO,80922,US,CO
8413,43032076,CO308,https://www.petfinder.com/dog/clover-43032076/co/colorado-springs/breeder-release-adoption-service-co308/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Siberian Husky,,,,,Young,Female,Large,,Clover,adoptable,2018-10-17T16:37:40+0000,Colorado Springs,CO,80922,US,CO
8414,43031189,CO342,https://www.petfinder.com/dog/flya-43031189/co/broomfield/rocky-mountain-puppy-rescue-co342/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Boxer,,,,,Young,Female,Medium,,Flya,adoptable,2018-10-17T14:23:45+0000,Broomfield,CO,80020,US,CO
8415,43016621,CO451,https://www.petfinder.com/dog/lenny-43016621/co/littleton/2-blondes-all-breed-rescue-co451/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Labrador Retriever,,,,,Young,Male,Medium,,Lenny,adoptable,2018-10-14T12:44:31+0000,Littleton,CO,80126,US,CO
8416,43009898,CO449,https://www.petfinder.com/dog/aslan-43009898/co/colorado-springs/the-misfits-dog-rescue-co449/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Great Pyrenees,,,,,Young,Male,Large,,Aslan,adoptable,2018-10-13T13:18:51+0000,Colorado Springs,CO,80911,US,CO
8417,42974623,CO309,https://www.petfinder.com/dog/daisy-adventure-girl-zoomie-enthusiast-42974623/co/boulder/summit-dog-rescue-co309/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Australian Cattle Dog / Blue Heeler,Cattle Dog,,,,Young,Female,Medium,Short,Daisy  - adventure girl! Zoomie enthusiast!,adoptable,2018-10-10T02:07:53+0000,Boulder,CO,80302,US,CO
8418,42906237,CO308,https://www.petfinder.com/dog/megan-42906237/co/colorado-springs/breeder-release-adoption-service-co308/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Yorkshire Terrier,Maltese,,,,Adult,Female,Small,,Megan,adoptable,2018-10-02T17:02:47+0000,Colorado Springs,CO,80922,US,CO
8419,42889680,CO478,https://www.petfinder.com/dog/rocco-42889680/co/crested-butte/oh-be-dogful-rescue-co478/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Pit Bull Terrier,Dalmatian,,,,Young,Male,Large,Short,Rocco,adoptable,2018-09-29T19:36:57+0000,Crested Butte,CO,81224,US,CO
8420,42867874,CO329,https://www.petfinder.com/dog/westbrook-42867874/co/broomfield/mile-high-labrador-retriever-mission-co329/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Labrador Retriever,,Black,,,Young,Male,Large,Short,Westbrook,adoptable,2018-09-27T20:57:30+0000,Broomfield,CO,80020,US,CO
8421,42853917,CO02,https://www.petfinder.com/dog/opie-42853917/co/pueblo/paws-for-life-animal-welfare-and-protection-society-co02/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Yellow Labrador Retriever,,Yellow / Tan / Blond / Fawn,,,Senior,Male,Large,Short,Opie,adoptable,2018-09-25T21:18:37+0000,Pueblo,CO,81001,US,CO
8422,42848205,CO194,https://www.petfinder.com/dog/adina-dob-2-11-2014-42848205/co/colorado-springs/chihuahua-small-dog-rescue-inc-co194/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Chihuahua,,,,,Adult,Female,Small,,Adina (dob 2/11/2014),adoptable,2018-09-25T09:58:01+0000,Colorado Springs,CO,80911,US,CO
8423,42841297,CO173,https://www.petfinder.com/dog/sammy-42841297/co/littleton/vintage-dog-rescue-co173/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Schnauzer,Poodle,Apricot / Beige,,,Senior,Male,Small,Short,Sammy,adoptable,2018-09-24T18:46:45+0000,Littleton,CO,80401,US,CO
8424,42809207,CO457,https://www.petfinder.com/dog/trudy-42809207/co/lafayette/mother-gaia-animal-rescue-co457/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Rottweiler,Labrador Retriever,,,,Young,Female,Medium,,Trudy,adoptable,2018-09-20T18:39:18+0000,Lafayette,CO,80026,US,CO
8425,42766999,CO02,https://www.petfinder.com/dog/venus-42766999/co/pueblo/paws-for-life-animal-welfare-and-protection-society-co02/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,American Staffordshire Terrier,Border Collie,Black,White / Cream,,Adult,Female,Medium,Short,Venus,adoptable,2018-09-15T19:01:45+0000,Pueblo,CO,81001,US,CO
8426,42756805,CO455,https://www.petfinder.com/dog/toby-42756805/co/boulder/sunshine-canyon-dog-rescue-co455/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Labrador Retriever,,Apricot / Beige,White / Cream,,Adult,Male,Medium,Short,Toby,adoptable,2018-09-14T15:27:24+0000,Boulder,CO,80301,US,CO
8427,42747939,CO51,https://www.petfinder.com/dog/jody-42747939/co/denver/ho-bo-care-boxer-rescue-co51/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Boxer,,,,,Young,Female,Medium,,Jody,adoptable,2018-09-13T21:04:28+0000,Denver,CO,80209,US,CO
8428,42712059,CO405,https://www.petfinder.com/dog/buddy-42712059/co/westminster/evergreen-animal-protective-league-eapl-westiminster-location-co405/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Pit Bull Terrier,,,,,Senior,Male,Large,,Buddy,adoptable,2018-09-09T19:28:58+0000,Westminster,CO,80021,US,CO
8429,42708435,CO132,https://www.petfinder.com/dog/buddy-42708435/co/evergreen/evergreen-animal-protective-league-eapl-co132/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Pit Bull Terrier,,,,,Senior,Male,Large,,Buddy,adoptable,2018-09-09T17:21:14+0000,Evergreen,CO,80437,US,CO
8430,42670662,CO451,https://www.petfinder.com/dog/dobie-42670662/co/littleton/2-blondes-all-breed-rescue-co451/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Shepherd,Doberman Pinscher,,,,Adult,Male,Medium,,Dobie,adoptable,2018-09-04T22:24:58+0000,Littleton,CO,80126,US,CO
8431,42606971,CO295,https://www.petfinder.com/dog/shotzy-k-42606971/co/parker/rocky-mountain-cocker-rescue-inc-co295/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Cocker Spaniel,,,,,Senior,Male,Medium,,Shotzy K,adoptable,2018-08-30T00:05:03+0000,Parker,CO,80134,US,CO
8432,42568685,CO405,https://www.petfinder.com/dog/caramel-42568685/co/westminster/evergreen-animal-protective-league-eapl-westiminster-location-co405/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Pit Bull Terrier,,,,,Adult,Female,Large,,Caramel,adoptable,2018-08-24T20:56:38+0000,Westminster,CO,80021,US,CO
8433,42566644,CO132,https://www.petfinder.com/dog/caramel-42566644/co/evergreen/evergreen-animal-protective-league-eapl-co132/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Pit Bull Terrier,,,,,Adult,Female,Large,,Caramel,adoptable,2018-08-24T19:44:46+0000,Evergreen,CO,80437,US,CO
8434,42562569,CO451,https://www.petfinder.com/dog/mckenna-fka-mckenzie-42562569/co/littleton/2-blondes-all-breed-rescue-co451/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Greater Swiss Mountain Dog,,,,,Adult,Female,Medium,,McKenna fka McKenzie,adoptable,2018-08-24T15:18:24+0000,Littleton,CO,80126,US,CO
8435,42552356,CO442,https://www.petfinder.com/dog/bruno-42552356/co/longmont/southern-mutts-rescue-inc-co442/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Pit Bull Terrier,,Black,White / Cream,,Adult,Male,Large,Short,Bruno,adoptable,2018-08-23T21:16:57+0000,Longmont,CO,80503,US,CO
8436,42549881,CO356,https://www.petfinder.com/dog/jack-42549881/co/littleton/dmk-rehoming-co356/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Mastiff,Labrador Retriever,Red / Chestnut / Orange,,,Adult,Male,Large,Short,Jack,adoptable,2018-08-23T04:17:41+0000,Littleton,CO,80127,US,CO
8437,42549142,CO173,https://www.petfinder.com/dog/bronco-42549142/co/littleton/vintage-dog-rescue-co173/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Schnauzer,,Gray / Blue / Silver,,,Senior,Male,Small,Short,Bronco,adoptable,2018-08-23T02:52:06+0000,Littleton,CO,80401,US,CO
8438,42528484,CO289,https://www.petfinder.com/dog/rosie-42528484/co/yoder/peanuts-place-bully-rescue-co289/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Bull Terrier,,,,,Adult,Female,Medium,,Rosie,adoptable,2018-08-20T21:06:44+0000,Yoder,CO,80864,US,CO
8439,42528483,CO289,https://www.petfinder.com/dog/stitch-42528483/co/yoder/peanuts-place-bully-rescue-co289/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Bull Terrier,,,,,Adult,Male,Medium,,Stitch,adoptable,2018-08-20T21:06:44+0000,Yoder,CO,80864,US,CO
8440,42528488,CO289,https://www.petfinder.com/dog/zeus-42528488/co/yoder/peanuts-place-bully-rescue-co289/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Pit Bull Terrier,,,,,Young,Male,Medium,,Zeus,adoptable,2018-08-20T21:06:44+0000,Yoder,CO,80864,US,CO
8441,42528485,CO289,https://www.petfinder.com/dog/murphy-42528485/co/yoder/peanuts-place-bully-rescue-co289/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,American Bulldog,Pit Bull Terrier,,,,Adult,Male,Large,,Murphy,adoptable,2018-08-20T21:06:44+0000,Yoder,CO,80864,US,CO
8442,42528486,CO289,https://www.petfinder.com/dog/rudy-42528486/co/yoder/peanuts-place-bully-rescue-co289/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Pit Bull Terrier,,,,,Young,Male,Medium,,Rudy,adoptable,2018-08-20T21:06:44+0000,Yoder,CO,80864,US,CO
8443,42517902,CO451,https://www.petfinder.com/dog/jack-42517902/co/littleton/2-blondes-all-breed-rescue-co451/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dutch Shepherd,,,,,Adult,Male,Large,,Jack,adoptable,2018-08-19T22:16:58+0000,Littleton,CO,80126,US,CO
8444,42467038,CO285,https://www.petfinder.com/dog/queenie-42467038/co/aurora/big-dogs-huge-paws-inc-co285/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Mastiff,,,,,Adult,Female,Extra Large,Medium,Queenie,adoptable,2018-08-13T20:47:21+0000,Aurora,CO,80046,US,CO
8445,42466940,CO285,https://www.petfinder.com/dog/aliyah-42466940/co/aurora/big-dogs-huge-paws-inc-co285/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Anatolian Shepherd,,,,,Adult,Female,Extra Large,Medium,Aliyah,adoptable,2018-08-13T20:28:06+0000,Aurora,CO,80046,US,CO
8446,42454089,CO202,https://www.petfinder.com/dog/rufus-courtesy-42454089/co/aurora/animal-rescue-of-the-rockies-co202/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Labrador Retriever,Pit Bull Terrier,,,,Young,Male,Medium,,Rufus (Courtesy),adoptable,2018-08-12T06:45:48+0000,Aurora,CO,80012,US,CO
8447,42413488,CO253,https://www.petfinder.com/dog/charlie-42413488/co/broomfield/rocky-mountain-lab-rescue-co253/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Labrador Retriever,,,,,Adult,Male,Large,,Charlie,adoptable,2018-08-08T01:05:39+0000,Broomfield,CO,80020,US,CO
8448,42408151,CO173,https://www.petfinder.com/dog/ray-charles-42408151/co/littleton/vintage-dog-rescue-co173/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Schnauzer,,Brown / Chocolate,,,Adult,Male,Small,Short,Ray Charles,adoptable,2018-08-07T19:33:36+0000,Littleton,CO,80401,US,CO
8449,42405419,CO451,https://www.petfinder.com/dog/maia-fka-frenchi-42405419/co/littleton/2-blondes-all-breed-rescue-co451/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Shepherd,Labrador Retriever,,,,Young,Female,Medium,,Maia fka Frenchi,adoptable,2018-08-07T03:47:16+0000,Littleton,CO,80126,US,CO
8450,42387501,CO451,https://www.petfinder.com/dog/colette-42387501/co/littleton/2-blondes-all-breed-rescue-co451/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Labrador Retriever,,,,,Adult,Female,Large,,Colette,adoptable,2018-08-04T23:38:32+0000,Littleton,CO,80126,US,CO
8451,42372357,CO464,https://www.petfinder.com/dog/boogie-42372357/co/westminster/moe-moes-rescue-of-the-rockies-co464/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Pit Bull Terrier,Pointer,Black,White / Cream,,Adult,Female,Medium,Short,Boogie,adoptable,2018-08-03T19:01:04+0000,Westminster,CO,80035,US,CO
8452,42334349,CO476,https://www.petfinder.com/dog/benjamin-42334349/co/westminster/the-good-dog-rescue-co476/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Shepherd,Doberman Pinscher,Brown / Chocolate,Yellow / Tan / Blond / Fawn,,Adult,Male,Medium,Medium,Benjamin,adoptable,2018-07-30T16:17:21+0000,Westminster,CO,80234,US,CO
8453,42310138,CO173,https://www.petfinder.com/dog/lila-42310138/co/littleton/vintage-dog-rescue-co173/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Terrier,,White / Cream,,,Young,Female,Small,Short,Lila,adoptable,2018-07-27T21:25:57+0000,Littleton,CO,80401,US,CO
8454,42296292,CO295,https://www.petfinder.com/dog/tess-r-42296292/co/parker/rocky-mountain-cocker-rescue-inc-co295/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Cocker Spaniel,,,,,Senior,Female,Medium,,Tess R,adoptable,2018-07-26T15:54:17+0000,Parker,CO,80134,US,CO
8455,42296294,CO295,https://www.petfinder.com/dog/lena-c-42296294/co/parker/rocky-mountain-cocker-rescue-inc-co295/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Cocker Spaniel,,,,,Senior,Female,Medium,,Lena C,adoptable,2018-07-26T15:54:17+0000,Parker,CO,80134,US,CO
8456,42296291,CO295,https://www.petfinder.com/dog/katrina-r-42296291/co/parker/rocky-mountain-cocker-rescue-inc-co295/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Cocker Spaniel,,,,,Senior,Female,Medium,,Katrina R,adoptable,2018-07-26T15:54:17+0000,Parker,CO,80134,US,CO
8457,42296293,CO295,https://www.petfinder.com/dog/brandy-n-42296293/co/parker/rocky-mountain-cocker-rescue-inc-co295/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Cocker Spaniel,,,,,Adult,Female,Medium,,Brandy N,adoptable,2018-07-26T15:54:17+0000,Parker,CO,80134,US,CO
8458,42296288,CO295,https://www.petfinder.com/dog/spike-n-42296288/co/parker/rocky-mountain-cocker-rescue-inc-co295/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Cocker Spaniel,,,,,Senior,Male,Medium,,Spike N,adoptable,2018-07-26T15:54:17+0000,Parker,CO,80134,US,CO
8459,42291660,CO464,https://www.petfinder.com/dog/gunner-42291660/co/westminster/moe-moes-rescue-of-the-rockies-co464/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,English Bulldog,,Black,,,Young,Male,Medium,Short,Gunner,adoptable,2018-07-26T03:17:21+0000,Westminster,CO,80035,US,CO
8460,42287138,CO295,https://www.petfinder.com/dog/bob-o-42287138/co/parker/rocky-mountain-cocker-rescue-inc-co295/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Cocker Spaniel,,,,,Senior,Male,Medium,,Bob O,adoptable,2018-07-25T16:44:50+0000,Parker,CO,80134,US,CO
8461,42287139,CO295,https://www.petfinder.com/dog/billy-r-42287139/co/parker/rocky-mountain-cocker-rescue-inc-co295/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Cocker Spaniel,,,,,Senior,Male,Medium,,Billy R,adoptable,2018-07-25T16:44:50+0000,Parker,CO,80134,US,CO
8462,42280756,CO51,https://www.petfinder.com/dog/boscoe-42280756/co/denver/ho-bo-care-boxer-rescue-co51/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Boxer,,,,,Young,Male,Medium,,Boscoe,adoptable,2018-07-24T19:51:34+0000,Denver,CO,80209,US,CO
8463,42278693,CO444,https://www.petfinder.com/dog/ali-42278693/co/broomfield/do-over-dogs-a-second-chance-at-life-co444/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Pit Bull Terrier,,Brown / Chocolate,,,Adult,Female,Medium,Short,Ali,adoptable,2018-07-24T18:45:45+0000,Broomfield,CO,80020,US,CO
8464,42259279,CO404,https://www.petfinder.com/dog/arti-42259279/co/peyton/great-pyrenees-rescue-and-sanctuary-co404/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Maremma Sheepdog,,,,,Adult,Female,Large,,Arti,adoptable,2018-07-22T16:38:21+0000,Peyton,CO,80831,US,CO
8465,42224520,CO51,https://www.petfinder.com/dog/tyson-42224520/co/denver/ho-bo-care-boxer-rescue-co51/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Boxer,,,,,Adult,Male,Medium,,Tyson,adoptable,2018-07-19T03:13:26+0000,Denver,CO,80209,US,CO
8466,42212999,CO451,https://www.petfinder.com/dog/zodiac-42212999/co/littleton/2-blondes-all-breed-rescue-co451/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dutch Shepherd,,,,,Adult,Female,Large,,Zodiac,adoptable,2018-07-17T23:27:48+0000,Littleton,CO,80126,US,CO
8467,42182056,CO451,https://www.petfinder.com/dog/chico-fka-duncan-42182056/co/littleton/2-blondes-all-breed-rescue-co451/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,German Shepherd Dog,,,,,Adult,Male,Medium,,Chico fka Duncan,adoptable,2018-07-14T12:02:04+0000,Littleton,CO,80126,US,CO
8468,42180533,CO357,https://www.petfinder.com/dog/cici-42180533/co/littleton/lolas-rescue-labs-and-other-large-angels-co357/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Australian Shepherd,Black Mouth Cur,,,,Adult,Female,Large,,Cici,adoptable,2018-07-14T11:08:00+0000,Littleton,CO,80127,US,CO
8469,42177702,CO189,https://www.petfinder.com/dog/koala-42177702/co/canon-city/humane-society-of-fremont-county-inc-co189/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Staffordshire Bull Terrier,,,,,Adult,Female,Medium,,Koala,adoptable,2018-07-14T09:09:12+0000,Canon City,CO,81212,US,CO
8470,42149784,CO342,https://www.petfinder.com/dog/fifty-42149784/co/broomfield/rocky-mountain-puppy-rescue-co342/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Shepherd,Great Dane,Black,Brown / Chocolate,White / Cream,Baby,Male,Medium,,Fifty,adoptable,2018-07-11T19:20:52+0000,Broomfield,CO,80020,US,CO
8471,42142599,CO476,https://www.petfinder.com/dog/karly-42142599/co/westminster/the-good-dog-rescue-co476/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Labrador Retriever,Pit Bull Terrier,Black,,,Baby,Female,Medium,Short,Karly,adoptable,2018-07-10T20:45:36+0000,Westminster,CO,80234,US,CO
8472,42093337,CO489,https://www.petfinder.com/dog/mama-wendy-lucky-spayed-42093337/co/lakewood/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Shepherd,,,,,Adult,Female,Large,,Mama Wendy (Lucky) (SPAYED),adoptable,2018-07-05T13:59:42+0000,Lakewood,CO,80227,US,CO
8473,42031223,CO457,https://www.petfinder.com/dog/diamond-42031223/co/lafayette/mother-gaia-animal-rescue-co457/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Pit Bull Terrier,,,,,Adult,Female,Medium,,Diamond,adoptable,2018-06-28T05:22:26+0000,Lafayette,CO,80026,US,CO
8474,42011033,CO451,https://www.petfinder.com/dog/sugar-42011033/co/littleton/2-blondes-all-breed-rescue-co451/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Labrador Retriever,Shepherd,,,,Adult,Female,Medium,,Sugar,adoptable,2018-06-26T12:51:08+0000,Littleton,CO,80126,US,CO
8475,42010091,CO295,https://www.petfinder.com/dog/princess-p-42010091/co/parker/rocky-mountain-cocker-rescue-inc-co295/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Cocker Spaniel,,,,,Senior,Female,Medium,,Princess P,adoptable,2018-06-26T11:57:05+0000,Parker,CO,80134,US,CO
8476,42010083,CO295,https://www.petfinder.com/dog/harley-h-42010083/co/parker/rocky-mountain-cocker-rescue-inc-co295/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Cocker Spaniel,,,,,Adult,Male,Medium,,Harley H,adoptable,2018-06-26T11:57:05+0000,Parker,CO,80134,US,CO
8477,42010082,CO295,https://www.petfinder.com/dog/ollie-42010082/co/parker/rocky-mountain-cocker-rescue-inc-co295/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Cocker Spaniel,,,,,Adult,Male,Medium,,Ollie,adoptable,2018-06-26T11:57:05+0000,Parker,CO,80134,US,CO
8478,41905217,CO217,https://www.petfinder.com/dog/libby-41905217/co/littleton/snow-capped-shepherd-rescue-co217/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,German Shepherd Dog,,Black,Yellow / Tan / Blond / Fawn,,Young,Female,Large,,Libby,adoptable,2018-06-15T02:06:42+0000,Littleton,CO,80127,US,CO
8479,41889221,CO213,https://www.petfinder.com/dog/slugger-41889221/co/evergreen/retriever-rescue-of-colorado-co213/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Retriever,,Black,,,Young,Male,Large,,Slugger,adoptable,2018-06-13T15:17:58+0000,Evergreen,CO,80437,US,CO
8480,41889203,CO213,https://www.petfinder.com/dog/jackpot-and-rowley-41889203/co/evergreen/retriever-rescue-of-colorado-co213/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Retriever,,,,,Adult,Male,Large,Medium,Jackpot & Rowley,adoptable,2018-06-13T15:10:52+0000,Evergreen,CO,80437,US,CO
8481,41881616,CO451,https://www.petfinder.com/dog/rhylie-aka-river-41881616/co/littleton/2-blondes-all-breed-rescue-co451/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Labrador Retriever,American Staffordshire Terrier,,,,Adult,Female,Medium,,Rhylie aka River,adoptable,2018-06-12T20:20:06+0000,Littleton,CO,80126,US,CO
8482,41859495,CO253,https://www.petfinder.com/dog/rufus-41859495/co/broomfield/rocky-mountain-lab-rescue-co253/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Labrador Retriever,,,,,Adult,Male,Large,,Rufus,adoptable,2018-06-10T10:20:10+0000,Broomfield,CO,80020,US,CO
